ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204154_at	2.29E-05	1.45E-06	5.2345791	4.9146	2.1768294	CDO1	cysteine dioxygenase type 1
209771_x_at	1.33E-03	1.98E-04	3.9142512	0.228188	2.17822954	CD24	CD24 molecule
1554648_a_at	3.58E-05	2.49E-06	5.0973022	4.394334	2.17867483	DUOXA1	dual oxidase maturation factor 1
239694_at	2.81E-05	1.86E-06	5.1712581	4.67382	2.18008016	TRIM7	tripartite motif containing 7
223540_at	9.25E-08	1.85E-09	6.8378486	11.361306	2.18040101	NECTIN4	nectin cell adhesion molecule 4
205977_s_at	1.18E-06	4.00E-08	6.1139309	8.380048	2.18375499	EPHA1	EPH receptor A1
219704_at	4.01E-08	6.79E-10	7.070011	12.333995	2.1856271	YBX2	Y-box binding protein 2
216379_x_at	1.00E-03	1.39E-04	4.0167383	0.562986	2.18684959	CD24	CD24 molecule
215239_x_at	9.65E-07	3.17E-08	6.1699003	8.607128	2.18763273	ZNF273	zinc finger protein 273
223920_s_at	2.80E-07	7.13E-09	6.5226192	10.052218	2.1889698	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
209309_at	1.49E-04	1.40E-05	4.6475695	2.738472	2.19032131	AZGP1	"alpha-2-glycoprotein 1, zinc-binding"
239349_at	2.55E-10	1.25E-12	8.5099208	18.455522	2.19370271	C1QTNF7	C1q and tumor necrosis factor related protein 7
220944_at	1.21E-04	1.09E-05	4.7155961	2.983815	2.19497861	PGLYRP4	peptidoglycan recognition protein 4
204151_x_at	1.07E-05	5.76E-07	5.4657444	5.804634	2.19590916	AKR1C1	aldo-keto reductase family 1 member C1
216918_s_at	2.12E-07	5.02E-09	6.6047382	10.391797	2.19768588	DST	dystonin
206193_s_at	3.18E-03	5.66E-04	3.6011918	-0.758427	2.19790639	CDSN	corneodesmosin
213805_at	1.12E-09	8.13E-12	8.0841667	16.636952	2.19810195	ABHD5	abhydrolase domain containing 5
222362_at	4.45E-12	6.45E-15	9.714163	23.581498	2.1986548	AGFG2	ArfGAP with FG repeats 2
214945_at	3.84E-06	1.66E-07	5.7717066	7.00692	2.19961654	LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B	"uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153, member C///family with sequence similarity 153 member A///family with sequence similarity 153 member B"
207950_s_at	1.37E-05	7.74E-07	5.3921129	5.519321	2.19970332	ANK3	"ankyrin 3, node of Ranvier (ankyrin G)"
222383_s_at	5.92E-05	4.59E-06	4.9403115	3.807513	2.20004299	ALOXE3	arachidonate lipoxygenase 3
229566_at	1.58E-04	1.51E-05	4.6289133	2.671526	2.20065278	WFDC21P	"WAP four-disulfide core domain 21, pseudogene"
205987_at	5.00E-04	5.96E-05	4.25478	1.361591	2.20095594	CD1C	CD1c molecule
222496_s_at	3.15E-06	1.31E-07	5.8287438	7.233825	2.20148836	RBM47	RNA binding motif protein 47
228082_at	3.30E-07	8.68E-09	6.4762315	9.860884	2.20366328	CLMP	CXADR like membrane protein
204678_s_at	4.49E-08	7.81E-10	7.0379142	12.199143	2.20415798	KCNK1	potassium two pore domain channel subfamily K member 1
220412_x_at	6.43E-07	1.95E-08	6.2853113	9.077393	2.20535053	KCNK7	potassium two pore domain channel subfamily K member 7
223605_at	2.96E-06	1.21E-07	5.8477907	7.309779	2.20748793	SLC25A18	solute carrier family 25 member 18
239370_at	4.01E-09	4.17E-11	7.7113028	15.047753	2.20791612	LINC01133	long intergenic non-protein coding RNA 1133
201015_s_at	8.66E-05	7.23E-06	4.8224964	3.373181	2.21041682	JUP	junction plakoglobin
218792_s_at	1.48E-05	8.52E-07	5.3682749	5.427308	2.21067796	BSPRY	B-box and SPRY domain containing
216594_x_at	2.96E-06	1.22E-07	5.8467681	7.305699	2.21376723	AKR1C1	aldo-keto reductase family 1 member C1
222049_s_at	1.27E-07	2.73E-09	6.7472975	10.98378	2.21387097	RBP4	retinol binding protein 4
226553_at	1.64E-09	1.33E-11	7.972744	16.161529	2.21431468	TMPRSS2	"transmembrane protease, serine 2"
218739_at	4.81E-09	5.25E-11	7.6585312	14.823327	2.21487825	ABHD5	abhydrolase domain containing 5
204519_s_at	6.63E-08	1.25E-09	6.9292676	11.743546	2.21512315	PLLP	plasmolipin
223544_at	1.98E-05	1.21E-06	5.2808587	5.091423	2.21771053	TMEM79	transmembrane protein 79
210074_at	2.27E-06	8.73E-08	5.9267902	7.625755	2.21893012	CTSV	cathepsin V
208153_s_at	9.47E-05	8.09E-06	4.7931466	3.265823	2.21894195	FAT2	FAT atypical cadherin 2
1553212_at	2.85E-04	3.06E-05	4.4382884	1.996141	2.21960882	KRT78	keratin 78
244297_at	7.97E-09	9.49E-11	7.5230214	14.247782	2.22039665	ANKRD18A	ankyrin repeat domain 18A
208964_s_at	7.48E-07	2.34E-08	6.2416663	8.899241	2.22373693	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
220073_s_at	8.57E-09	1.04E-10	7.501642	14.157087	2.22422323	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
225575_at	1.51E-05	8.68E-07	5.3636047	5.409303	2.22549511	LIFR	leukemia inhibitory factor receptor alpha
232977_x_at	3.76E-05	2.64E-06	5.0823645	4.338115	2.22670115	MYH14	"myosin, heavy chain 14, non-muscle"
209590_at	2.73E-03	4.70E-04	3.6576977	-0.584514	2.22863214	BMP7	bone morphogenetic protein 7
213935_at	1.07E-09	7.68E-12	8.097325	16.693118	2.2294909	ABHD5	abhydrolase domain containing 5
219908_at	6.65E-06	3.23E-07	5.6086402	6.362907	2.2296268	DKK2	dickkopf WNT signaling pathway inhibitor 2
207596_at	1.25E-11	2.54E-14	9.3996469	22.248551	2.22970445	SLCO4C1	solute carrier organic anion transporter family member 4C1
218182_s_at	5.33E-05	4.05E-06	4.9730789	3.92925	2.23034178	CLDN1	claudin 1
234290_x_at	7.80E-05	6.36E-06	4.8559474	3.495955	2.23050181	MYH14	"myosin, heavy chain 14, non-muscle"
230518_at	1.16E-04	1.04E-05	4.7280229	3.02884	2.23064945	MPZL2	myelin protein zero like 2
215506_s_at	1.45E-07	3.21E-09	6.7096354	10.827096	2.23145161	DIRAS3	DIRAS family GTPase 3
209975_at	1.48E-05	8.48E-07	5.3692836	5.431199	2.23282784	CYP2E1	cytochrome P450 family 2 subfamily E member 1
238786_at	9.79E-09	1.25E-10	7.4591332	13.976852	2.23293454	ANK3	"ankyrin 3, node of Ranvier (ankyrin G)"
238827_at	6.18E-06	2.94E-07	5.6318114	6.453981	2.23349129	SH3RF2	SH3 domain containing ring finger 2
227174_at	4.53E-04	5.29E-05	4.2879254	1.475023	2.23492096	WDR72	WD repeat domain 72
239108_at	7.20E-05	5.79E-06	4.8801997	3.58524	2.23677574	FAR2	fatty acyl-CoA reductase 2
236496_at	1.37E-09	1.05E-11	8.0253657	16.386014	2.23843186	DEGS2	"delta 4-desaturase, sphingolipid 2"
227717_at	3.16E-05	2.15E-06	5.1354407	4.538226	2.23949488	ARHGEF37	Rho guanine nucleotide exchange factor 37
201425_at	3.86E-06	1.66E-07	5.7703834	7.001666	2.24006811	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
223316_at	1.02E-04	8.89E-06	4.7684281	3.175672	2.24200238	CCDC3	coiled-coil domain containing 3
240197_at	4.56E-10	2.51E-12	8.3522183	17.781732	2.2420571	SYN2	synapsin II
217744_s_at	2.76E-05	1.82E-06	5.1765827	4.694014	2.2422116	PERP	"PERP, TP53 apoptosis effector"
213110_s_at	4.46E-04	5.21E-05	4.2923907	1.490345	2.24340836	COL4A5	collagen type IV alpha 5 chain
231773_at	6.45E-08	1.21E-09	6.9367924	11.775056	2.24450755	ANGPTL1	angiopoietin like 1
204268_at	4.22E-03	8.01E-04	3.4939916	-1.083115	2.24462777	S100A2	S100 calcium binding protein A2
225354_s_at	4.10E-07	1.14E-08	6.4130107	9.600713	2.24557088	SH3BGRL2	SH3 domain binding glutamate rich protein like 2
226988_s_at	2.92E-05	1.95E-06	5.1593267	4.628602	2.24830008	MYH14	"myosin, heavy chain 14, non-muscle"
210132_at	8.49E-09	1.03E-10	7.5052629	14.172445	2.24908288	EFNA3	ephrin A3
213568_at	1.96E-06	7.24E-08	5.971852	7.806655	2.24910379	OSR2	odd-skipped related transciption factor 2
223681_s_at	6.00E-05	4.67E-06	4.9360557	3.791731	2.2505494	PATJ	"PATJ, crumbs cell polarity complex component"
218261_at	2.67E-07	6.68E-09	6.5379126	10.115377	2.25294992	AP1M2	adaptor related protein complex 1 mu 2 subunit
204865_at	1.74E-08	2.48E-10	7.3020277	13.311931	2.25323268	CA3	carbonic anhydrase 3
211778_s_at	2.98E-09	2.89E-11	7.7947436	15.402901	2.25425693	OVOL2	ovo like zinc finger 2
1563900_at	1.51E-04	1.43E-05	4.643084	2.722363	2.25503526	FAM83B	family with sequence similarity 83 member B
210880_s_at	1.44E-05	8.20E-07	5.3778131	5.464104	2.25539872	EFS	embryonal Fyn-associated substrate
230660_at	8.18E-05	6.74E-06	4.8408228	3.440389	2.25763128	SERTAD4	SERTA domain containing 4
230773_at	1.33E-08	1.82E-10	7.3738713	13.61575	2.25835543	ZNF385D	zinc finger protein 385D
223822_at	1.85E-04	1.83E-05	4.5772545	2.486928	2.25970897	SUSD4	sushi domain containing 4
213764_s_at	2.79E-04	2.97E-05	4.4458107	2.022486	2.26260816	MFAP5	microfibrillar associated protein 5
233520_s_at	7.38E-06	3.66E-07	5.5779273	6.242422	2.26280833	CMYA5	cardiomyopathy associated 5
1558195_at	2.75E-05	1.82E-06	5.1774159	4.697175	2.2637562	LINC00592	long intergenic non-protein coding RNA 592
226618_at	1.37E-08	1.87E-10	7.3670457	13.586867	2.26647984	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1
200635_s_at	1.87E-07	4.34E-09	6.6388894	10.533334	2.2697491	PTPRF	"protein tyrosine phosphatase, receptor type F"
219909_at	2.50E-05	1.62E-06	5.2073908	4.81105	2.26977754	MMP28	matrix metallopeptidase 28
214243_s_at	1.25E-08	1.68E-10	7.3915294	13.69049	2.26984821	SERHL2///SERHL	serine hydrolase-like 2///serine hydrolase-like (pseudogene)
217585_at	2.82E-06	1.14E-07	5.8628068	7.369722	2.27115536	NEBL	nebulette
231785_at	1.36E-10	5.68E-13	8.6903734	19.226376	2.27234648	CGB7///NTF4	chorionic gonadotropin beta subunit 7///neurotrophin 4
206324_s_at	3.20E-07	8.36E-09	6.4850292	9.897144	2.27242922	DAPK2	death associated protein kinase 2
219414_at	7.44E-09	8.71E-11	7.542584	14.330798	2.27512131	CLSTN2	calsyntenin 2
229276_at	2.44E-08	3.76E-10	7.2062928	12.907781	2.27518694	IGSF9	immunoglobulin superfamily member 9
231867_at	8.45E-04	1.12E-04	4.0765289	0.760867	2.27632062	TENM2	teneurin transmembrane protein 2
221297_at	1.04E-09	7.36E-12	8.1070319	16.734554	2.27782607	GPRC5D	G protein-coupled receptor class C group 5 member D
214599_at	1.92E-02	5.18E-03	2.8796098	-2.801501	2.27822703	IVL	involucrin
1557136_at	2.24E-05	1.42E-06	5.2404903	4.937146	2.28125006	ATP13A4	ATPase 13A4
228716_at	7.84E-05	6.40E-06	4.8541754	3.48944	2.28131285	THRB	thyroid hormone receptor beta
217901_at	5.92E-04	7.32E-05	4.1974654	1.166707	2.28500682	DSG2	desmoglein 2
235514_at	2.81E-03	4.88E-04	3.6462182	-0.619998	2.28640617	ASPRV1	"aspartic peptidase, retroviral-like 1"
203673_at	1.92E-10	8.66E-13	8.5944836	18.816793	2.28827507	TG	thyroglobulin
219727_at	1.51E-06	5.37E-08	6.0435649	8.095509	2.28855593	DUOX2	dual oxidase 2
1554242_a_at	9.12E-06	4.74E-07	5.5137606	5.991566	2.29054354	COCH	cochlin
206094_x_at	4.20E-05	3.02E-06	5.0481065	4.209482	2.29079095	UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A7///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
237335_at	1.17E-07	2.46E-09	6.771417	11.08423	2.29121677	ZP1	zona pellucida glycoprotein 1
211372_s_at	5.19E-08	9.32E-10	6.9968877	12.026941	2.29128989	IL1R2	interleukin 1 receptor type 2
229004_at	1.60E-06	5.73E-08	6.0280478	8.032909	2.29141152	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
239593_at	2.28E-10	1.09E-12	8.5430016	18.596856	2.29183584	TMEM213	transmembrane protein 213
228888_at	1.24E-10	4.88E-13	8.7249938	19.374222	2.29205664	STAC2	SH3 and cysteine rich domain 2
235095_at	6.50E-07	1.97E-08	6.2823757	9.065399	2.2939118	BICDL2	BICD family like cargo adaptor 2
1555310_a_at	8.08E-05	6.64E-06	4.8448056	3.455013	2.29413763	PAK6	p21 (RAC1) activated kinase 6
231930_at	7.09E-05	5.70E-06	4.8846615	3.60169	2.29573758	LOC643923///ELMOD1	uncharacterized LOC643923///ELMO domain containing 1
231650_s_at	1.81E-09	1.52E-11	7.9414714	16.028161	2.29647338	SEZ6L	seizure related 6 homolog like
213486_at	6.46E-08	1.21E-09	6.9359342	11.771462	2.29648698	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)
201791_s_at	1.89E-06	6.94E-08	5.9820759	7.847765	2.29676676	DHCR7	7-dehydrocholesterol reductase
266_s_at	2.00E-03	3.21E-04	3.7715114	-0.228569	2.29714068	CD24	CD24 molecule
209763_at	4.55E-05	3.34E-06	5.0226776	4.114274	2.29908178	CHRDL1	chordin like 1
204740_at	3.69E-06	1.57E-07	5.784048	7.055946	2.30081955	CNKSR1	connector enhancer of kinase suppressor of Ras 1
232000_at	1.05E-05	5.62E-07	5.4716815	5.82771	2.30130335	TTC39B	tetratricopeptide repeat domain 39B
202992_at	9.28E-04	1.26E-04	4.0434722	0.651234	2.30302637	C7	complement component 7
205208_at	1.08E-12	1.12E-15	10.1168144	25.278532	2.30386972	ALDH1L1	aldehyde dehydrogenase 1 family member L1
238755_at	6.75E-06	3.28E-07	5.6042482	6.345661	2.30425114	RASSF10	Ras association domain family member 10
209696_at	9.92E-07	3.27E-08	6.1625172	8.577136	2.30491893	FBP1	fructose-bisphosphatase 1
214451_at	8.36E-03	1.85E-03	3.2285864	-1.856169	2.30650843	TFAP2B	transcription factor AP-2 beta
232531_at	1.54E-09	1.22E-11	7.9920849	16.244027	2.30673504	EMX2OS	EMX2 opposite strand/antisense RNA
209699_x_at	3.09E-05	2.09E-06	5.1418479	4.562449	2.30800683	LOC101930400///AKR1C2	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
229377_at	1.46E-05	8.31E-07	5.3742548	5.450374	2.308261	GRTP1	growth hormone regulated TBC protein 1
222242_s_at	1.29E-03	1.89E-04	3.9276336	0.271585	2.30838261	KLK5	kallikrein related peptidase 5
210451_at	9.00E-06	4.67E-07	5.5176357	6.006682	2.3084226	PKLR	"pyruvate kinase, liver and RBC"
206306_at	3.09E-08	4.98E-10	7.1416629	12.635434	2.30884224	RYR3	ryanodine receptor 3
227753_at	5.27E-06	2.41E-07	5.6799956	6.643839	2.30956462	TMEM139	transmembrane protein 139
215355_at	2.45E-07	6.01E-09	6.5626773	10.217731	2.31005179	POU2F3	POU class 2 homeobox 3
235666_at	8.66E-07	2.78E-08	6.2010698	8.733871	2.31027536	ITGA8	integrin subunit alpha 8
217521_at	1.55E-03	2.35E-04	3.8637093	0.065168	2.31286601	HAL	histidine ammonia-lyase
229151_at	1.14E-05	6.18E-07	5.4482915	5.736857	2.31651289	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
219764_at	5.80E-06	2.71E-07	5.651486	6.531428	2.31800795	FZD10	frizzled class receptor 10
235567_at	8.41E-07	2.68E-08	6.2092372	8.767114	2.31947228	RORA	RAR related orphan receptor A
219461_at	5.76E-06	2.69E-07	5.653447	6.539152	2.31982769	PAK6	p21 (RAC1) activated kinase 6
226907_at	7.35E-04	9.54E-05	4.1231933	0.916587	2.3210802	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C
201884_at	4.53E-05	3.32E-06	5.0241292	4.119703	2.32276538	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5
225809_at	1.28E-07	2.77E-09	6.7442359	10.971035	2.32357627	PARM1	prostate androgen-regulated mucin-like protein 1
227733_at	3.72E-09	3.82E-11	7.731281	15.132755	2.32420213	TMEM63C	transmembrane protein 63C
220013_at	6.95E-04	8.88E-05	4.143389	0.984324	2.32595319	EPHX3	epoxide hydrolase 3
238669_at	2.78E-06	1.12E-07	5.8661003	7.382877	2.32641329	PTGS1	prostaglandin-endoperoxide synthase 1
215465_at	1.70E-03	2.65E-04	3.8289589	-0.046102	2.32727553	ABCA12	ATP binding cassette subfamily A member 12
215389_s_at	7.84E-09	9.27E-11	7.5282983	14.270172	2.32755643	TNNT2	"troponin T2, cardiac type"
215184_at	6.23E-09	7.09E-11	7.5895732	14.530302	2.32865664	DAPK2	death associated protein kinase 2
218035_s_at	3.50E-07	9.31E-09	6.4598588	9.79344	2.33227111	RBM47	RNA binding motif protein 47
229396_at	9.33E-06	4.87E-07	5.5069903	5.965167	2.33237908	OVOL1	ovo like transcriptional repressor 1
203892_at	5.16E-08	9.26E-10	6.9985194	12.033787	2.33380426	WFDC2	WAP four-disulfide core domain 2
205392_s_at	1.04E-04	9.09E-06	4.7624045	3.15374	2.33403842	CCL15-CCL14///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
215726_s_at	6.38E-10	3.95E-12	8.2487434	17.339696	2.33491757	CYB5A	cytochrome b5 type A
211653_x_at	2.89E-07	7.39E-09	6.5140361	10.016788	2.33983763	LOC101930400///AKR1C2	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
229957_at	2.84E-08	4.47E-10	7.166597	12.740457	2.33994136	TMEM91	transmembrane protein 91
241990_at	1.98E-08	2.93E-10	7.264302	13.15257	2.33998666	RHOV	ras homolog family member V
239921_at	1.43E-04	1.32E-05	4.6632832	2.794973	2.34023182	COL28A1	collagen type XXVIII alpha 1 chain
219528_s_at	8.84E-05	7.42E-06	4.8158176	3.348721	2.34562452	BCL11B	B-cell CLL/lymphoma 11B
207206_s_at	2.85E-06	1.16E-07	5.8586336	7.353057	2.34633895	ALOX12	"arachidonate 12-lipoxygenase, 12S type"
1569886_a_at	5.09E-04	6.09E-05	4.2489764	1.341784	2.34669142	GLB1L3	galactosidase beta 1 like 3
207781_s_at	4.56E-07	1.29E-08	6.3822699	9.474461	2.34722234	ZNF711	zinc finger protein 711
229887_at	1.21E-05	6.64E-07	5.4303289	5.667198	2.34760041	ALS2CL	ALS2 C-terminal like
208650_s_at	5.15E-03	1.02E-03	3.4170098	-1.311936	2.3489449	CD24	CD24 molecule
218736_s_at	2.34E-06	9.09E-08	5.91697	7.586395	2.3492074	PALMD	palmdelphin
227429_at	2.91E-09	2.74E-11	7.8067266	15.453931	2.34933948	CRACR2B	calcium release activated channel regulator 2B
214308_s_at	1.07E-09	7.58E-12	8.1001455	16.705158	2.34971866	HGD	"homogentisate 1,2-dioxygenase"
236826_at	3.99E-07	1.10E-08	6.4212051	9.634396	2.35056035	TTC39B	tetratricopeptide repeat domain 39B
202831_at	1.71E-03	2.66E-04	3.8272885	-0.051434	2.35177802	GPX2	glutathione peroxidase 2
220289_s_at	5.66E-06	2.63E-07	5.6584613	6.558911	2.35226732	AIM1L	absent in melanoma 1-like
1555854_at	2.47E-06	9.74E-08	5.9003793	7.519951	2.35341462	LOC101930400///AKR1C2///AKR1C1	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2///aldo-keto reductase family 1 member C1"
203812_at	1.16E-06	3.93E-08	6.1181509	8.397147	2.35389183	SLIT3	slit guidance ligand 3
206227_at	5.01E-04	5.98E-05	4.2538362	1.358369	2.35429899	CILP	cartilage intermediate layer protein
235141_at	3.95E-06	1.71E-07	5.7632683	6.973421	2.35672057	MARVELD2	MARVEL domain containing 2
217014_s_at	1.18E-05	6.44E-07	5.4378904	5.696509	2.36302661	AZGP1P1///AZGP1	"alpha-2-glycoprotein 1, zinc-binding pseudogene 1///alpha-2-glycoprotein 1, zinc-binding"
1559405_a_at	2.21E-07	5.28E-09	6.5928991	10.342774	2.36417835	TRPV6	transient receptor potential cation channel subfamily V member 6
1558393_at	4.90E-13	4.55E-16	10.3266222	26.157863	2.36815974	KRT7	keratin 7
229954_at	3.07E-06	1.27E-07	5.8357717	7.26184	2.369855	CHDH	choline dehydrogenase
1552487_a_at	8.45E-04	1.13E-04	4.0762631	0.759983	2.37002626	BNC1	basonuclin 1
206125_s_at	2.07E-03	3.33E-04	3.7606469	-0.262868	2.37111045	KLK8	kallikrein related peptidase 8
238116_at	8.54E-09	1.03E-10	7.5034356	14.164694	2.37949356	DYNLRB2	dynein light chain roadblock-type 2
241535_at	4.94E-05	3.68E-06	4.9977474	4.021161	2.3799745	LOC101060391	uncharacterized LOC101060391
210130_s_at	6.00E-09	6.77E-11	7.6002746	14.575757	2.38121862	TM7SF2	transmembrane 7 superfamily member 2
206754_s_at	1.96E-08	2.89E-10	7.2671567	13.164625	2.38157453	CYP2B7P///CYP2B6	"cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6"
214164_x_at	3.16E-05	2.15E-06	5.1349227	4.536268	2.38296669	CA12	carbonic anhydrase 12
204259_at	2.45E-06	9.65E-08	5.9025653	7.528702	2.38422414	MMP7	matrix metallopeptidase 7
201287_s_at	1.58E-05	9.21E-07	5.34874	5.352038	2.38447811	SDC1	syndecan 1
203571_s_at	6.01E-06	2.84E-07	5.6403621	6.487627	2.39103384	ADIRF	adipogenesis regulatory factor
230193_at	6.06E-04	7.53E-05	4.1895625	1.139962	2.39385364	WDR66	WD repeat domain 66
236548_at	3.86E-07	1.05E-08	6.4305254	9.672721	2.39479876	GIPC2	GIPC PDZ domain containing family member 2
219368_at	1.96E-06	7.28E-08	5.970408	7.800851	2.39562242	NAP1L2	nucleosome assembly protein 1 like 2
1557434_at	1.75E-08	2.49E-10	7.3010061	13.307614	2.39660739	LOC100506497	uncharacterized LOC100506497
206482_at	3.24E-06	1.36E-07	5.8203232	7.200274	2.3967666	PTK6	protein tyrosine kinase 6
1560257_at	4.62E-10	2.55E-12	8.3482655	17.764844	2.39687871	LOC101928988	uncharacterized LOC101928988
39249_at	2.85E-04	3.05E-05	4.4387563	1.997779	2.39698368	AQP3	aquaporin 3 (Gill blood group)
204400_at	7.35E-05	5.95E-06	4.8734104	3.560222	2.39729471	EFS	embryonal Fyn-associated substrate
225911_at	8.67E-09	1.06E-10	7.4982674	14.142774	2.39802951	NPNT	nephronectin
235605_at	1.87E-08	2.71E-10	7.2815839	13.225557	2.39832579	CASZ1	castor zinc finger 1
1555318_at	1.44E-04	1.34E-05	4.6606872	2.785632	2.39874268	HIF3A	hypoxia inducible factor 3 alpha subunit
206004_at	2.36E-07	5.74E-09	6.573541	10.262663	2.39921172	TGM3	transglutaminase 3
221470_s_at	3.14E-06	1.30E-07	5.8299915	7.238798	2.39930351	IL37	interleukin 37
200636_s_at	5.36E-08	9.73E-10	6.986851	11.984844	2.40003591	PTPRF	"protein tyrosine phosphatase, receptor type F"
213711_at	7.08E-11	2.39E-13	8.8877672	20.069037	2.40388769	KRT81	keratin 81
210082_at	5.55E-08	1.01E-09	6.9780544	11.947957	2.40509438	ABCA4	ATP binding cassette subfamily A member 4
213456_at	1.17E-03	1.67E-04	3.9626234	0.385508	2.4088855	SOSTDC1	sclerostin domain containing 1
228570_at	1.38E-04	1.27E-05	4.6738222	2.832926	2.4114574	BTBD11	BTB domain containing 11
206093_x_at	3.80E-07	1.04E-08	6.4348598	9.690549	2.41161183	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
228975_at	2.16E-07	5.16E-09	6.5985779	10.366286	2.41174268	SP6	Sp6 transcription factor
204679_at	1.04E-04	9.12E-06	4.7615957	3.150796	2.41305385	KCNK1	potassium two pore domain channel subfamily K member 1
229039_at	3.90E-12	5.13E-15	9.7669182	23.80449	2.41633082	SYN2	synapsin II
219970_at	7.56E-10	5.02E-12	8.1942387	17.106907	2.41655293	GIPC2	GIPC PDZ domain containing family member 2
231439_at	2.65E-05	1.73E-06	5.1898406	4.74434	2.42170162	FAM84A	family with sequence similarity 84 member A
234331_s_at	1.03E-05	5.45E-07	5.4791082	5.856592	2.4229595	FAM84A	family with sequence similarity 84 member A
238439_at	9.98E-05	8.62E-06	4.7763512	3.204541	2.42419748	ANKRD22	ankyrin repeat domain 22
243541_at	1.33E-06	4.62E-08	6.0797682	8.24177	2.42653907	IL31RA	interleukin 31 receptor A
228903_at	2.32E-07	5.63E-09	6.5779093	10.280735	2.43037809	CES4A	carboxylesterase 4A
204753_s_at	8.77E-07	2.82E-08	6.1977768	8.720471	2.43206737	HLF	"HLF, PAR bZIP transcription factor"
206515_at	1.20E-07	2.55E-09	6.763539	11.051412	2.43251551	CYP4F3	cytochrome P450 family 4 subfamily F member 3
211110_s_at	2.37E-08	3.65E-10	7.2136131	12.938654	2.43260031	AR	androgen receptor
1564307_a_at	4.19E-04	4.85E-05	4.3117379	1.556842	2.43359169	A2ML1	alpha-2-macroglobulin like 1
239853_at	3.54E-06	1.50E-07	5.7951531	7.100095	2.43618767	KLC3	kinesin light chain 3
204755_x_at	2.48E-07	6.12E-09	6.5582462	10.19941	2.43755998	HLF	"HLF, PAR bZIP transcription factor"
226187_at	1.12E-06	3.79E-08	6.1269092	8.432645	2.43988804	CDS1	CDP-diacylglycerol synthase 1
35148_at	2.10E-09	1.84E-11	7.8986302	15.845512	2.44066252	TJP3	tight junction protein 3
204389_at	6.21E-09	7.06E-11	7.590535	14.534387	2.44340571	MAOA	monoamine oxidase A
227899_at	9.14E-07	2.98E-08	6.1844541	8.666283	2.4447176	VIT	vitrin
209493_at	3.31E-07	8.71E-09	6.4754611	9.85771	2.44482417	PDZD2	PDZ domain containing 2
205325_at	9.78E-09	1.25E-10	7.4598139	13.979736	2.44575173	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein
1568617_a_at	2.76E-09	2.56E-11	7.8225729	15.521424	2.4476617	CAMSAP3	calmodulin regulated spectrin associated protein family member 3
205403_at	2.27E-06	8.72E-08	5.9269835	7.62653	2.44952331	IL1R2	interleukin 1 receptor type 2
1552509_a_at	1.79E-04	1.75E-05	4.5884382	2.526795	2.45039948	CD300LG	CD300 molecule like family member g
1553114_a_at	5.83E-06	2.73E-07	5.6496581	6.524228	2.45157981	PTK6	protein tyrosine kinase 6
229118_at	3.04E-13	2.55E-16	10.4614508	26.720969	2.45313922	PRRG3	proline rich and Gla domain 3
214533_at	3.17E-08	5.13E-10	7.1350596	12.607632	2.45912673	CMA1	chymase 1
209125_at	3.61E-02	1.13E-02	2.5965404	-3.504484	2.46000328	KRT6A	keratin 6A
233026_s_at	2.37E-09	2.13E-11	7.8648812	15.701675	2.46140664	PDZD2	PDZ domain containing 2
236058_at	8.95E-08	1.77E-09	6.8482372	11.404689	2.46562705	KDF1	keratinocyte differentiation factor 1
228219_s_at	2.92E-09	2.79E-11	7.8032113	15.43896	2.46689446	UPB1	beta-ureidopropionase 1
