ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	test
1555037_a_at	2.70E-36	1.15E-37	17.91873627	74.9738335	2.534129923	IDH1	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"	TRUE
205818_at	2.76E-36	1.18E-37	-17.91467938	74.95207588	-3.311161086	BRINP1	BMP/retinoic acid inducible neural specific 1	TRUE
203789_s_at	2.93E-36	1.25E-37	17.90314886	74.89022535	3.960426438	SEMA3C	semaphorin 3C	TRUE
206453_s_at	2.98E-36	1.27E-37	17.89996868	74.87316375	2.796821011	NDRG2	NDRG family member 2	TRUE
202133_at	3.08E-36	1.32E-37	17.89342944	74.83807702	3.8461324	WWTR1	WW domain containing transcription regulator 1	TRUE
202100_at	3.13E-36	1.34E-37	17.89044007	74.8220356	2.132969609	RALB	RALB Ras like proto-oncogene B	TRUE
1557385_at	3.37E-36	1.44E-37	-17.87642811	74.7468308	-2.170772521	FAM161A	family with sequence similarity 161 member A	TRUE
209869_at	3.66E-36	1.58E-37	17.85997642	74.65850085	2.784635844	ADRA2A	adrenoceptor alpha 2A	TRUE
201992_s_at	3.74E-36	1.61E-37	17.85596494	74.63695805	2.277190114	KIF5B	kinesin family member 5B	TRUE
1564307_a_at	3.91E-36	1.69E-37	17.84734128	74.59063977	3.049468452	A2ML1	alpha-2-macroglobulin like 1	TRUE
213008_at	3.99E-36	1.73E-37	-17.84322131	74.5685079	-2.498901085	FANCI	Fanconi anemia complementation group I	TRUE
201535_at	4.01E-36	1.73E-37	17.84236147	74.56388872	2.238411867	UBL3	ubiquitin like 3	TRUE
1555830_s_at	4.10E-36	1.78E-37	17.83791729	74.54001248	2.134065093	ESYT2	extended synaptotagmin 2	TRUE
201412_at	4.21E-36	1.83E-37	17.83263517	74.5116313	2.558227651	LRP10	LDL receptor related protein 10	TRUE
1554741_s_at	4.25E-36	1.84E-37	17.83101895	74.50294654	2.568670107	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7	TRUE
205898_at	4.36E-36	1.89E-37	17.82606098	74.47630296	3.154372789	CX3CR1	C-X3-C motif chemokine receptor 1	TRUE
213611_at	4.70E-36	2.04E-37	17.81170474	74.39913722	3.359864288	AQP5	aquaporin 5	TRUE
209373_at	4.72E-36	2.05E-37	17.81088991	74.39475671	3.023320877	MALL	"mal, T-cell differentiation protein like"	TRUE
1554485_s_at	4.75E-36	2.07E-37	17.80941625	74.38683412	2.429710989	TMEM37	transmembrane protein 37	TRUE
213068_at	5.23E-36	2.28E-37	17.79106345	74.28814491	3.670636571	DPT	dermatopontin	TRUE
212850_s_at	5.25E-36	2.29E-37	17.79026589	74.28385524	2.474652438	LRP4	LDL receptor related protein 4	TRUE
210976_s_at	5.33E-36	2.33E-37	17.78724546	74.26760915	2.341442264	PFKM	"phosphofructokinase, muscle"	TRUE
202867_s_at	5.63E-36	2.46E-37	17.77704448	74.21273259	2.237259006	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	TRUE
214041_x_at	5.90E-36	2.59E-37	-17.76805022	74.16433711	-2.341443659	RPL37A	ribosomal protein L37a	TRUE
201957_at	6.08E-36	2.67E-37	17.76237963	74.13382027	2.145577456	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	TRUE
207123_s_at	6.08E-36	2.67E-37	17.76203458	74.13196321	2.000730166	MATN4	matrilin 4	TRUE
204955_at	6.22E-36	2.73E-37	17.75763342	74.10827506	3.548710774	SRPX	"sushi repeat containing protein, X-linked"	TRUE
1568954_s_at	6.30E-36	2.78E-37	17.7548656	74.09337671	2.163847549	C16orf72	chromosome 16 open reading frame 72	TRUE
205017_s_at	6.40E-36	2.82E-37	17.75188695	74.07734254	2.909480462	MBNL2	muscleblind like splicing regulator 2	TRUE
205594_at	7.03E-36	3.10E-37	17.73414784	73.98182988	2.466725322	ZNF652	zinc finger protein 652	TRUE
201841_s_at	7.12E-36	3.14E-37	17.73163939	73.96832057	2.512911446	HSPB1	heat shock protein family B (small) member 1	TRUE
209842_at	7.13E-36	3.15E-37	17.73112703	73.96556113	2.780874125	SOX10	SRY-box 10	TRUE
206748_s_at	9.04E-36	4.01E-37	17.68646518	73.72490288	2.009281821	SPAG9	sperm associated antigen 9	TRUE
212657_s_at	9.10E-36	4.04E-37	17.68497582	73.71687335	4.270762215	IL1RN	interleukin 1 receptor antagonist	TRUE
204554_at	9.30E-36	4.14E-37	17.68067124	73.69366476	2.540672913	PPP1R3D	protein phosphatase 1 regulatory subunit 3D	TRUE
202095_s_at	9.91E-36	4.41E-37	-17.66882101	73.62976141	-2.571474199	BIRC5	baculoviral IAP repeat containing 5	TRUE
1553114_a_at	1.03E-35	4.58E-37	17.66177723	73.59176919	2.342743553	PTK6	protein tyrosine kinase 6	TRUE
203860_at	1.08E-35	4.82E-37	17.65254877	73.54198432	2.167520223	PCCA	propionyl-CoA carboxylase alpha subunit	TRUE
205076_s_at	1.08E-35	4.83E-37	17.65206397	73.53936866	2.47147695	MTMR11	myotubularin related protein 11	TRUE
211276_at	1.10E-35	4.92E-37	-17.64862313	73.52080349	-3.750736095	TCEAL2	transcription elongation factor A like 2	TRUE
1568619_s_at	1.16E-35	5.19E-37	17.63854333	73.46640935	2.948088283	ITPRIPL2	"inositol 1,4,5-trisphosphate receptor interacting protein like 2"	TRUE
214697_s_at	1.21E-35	5.44E-37	17.63004011	73.42051339	2.178153024	PTBP3	polypyrimidine tract binding protein 3	TRUE
205805_s_at	1.36E-35	6.12E-37	17.60816934	73.30242619	2.71909033	ROR1	receptor tyrosine kinase like orphan receptor 1	TRUE
202071_at	1.39E-35	6.24E-37	17.60453727	73.28280991	2.736626511	SDC4	syndecan 4	TRUE
205421_at	1.52E-35	6.84E-37	17.58760919	73.1913628	2.513054324	SLC22A3	solute carrier family 22 member 3	TRUE
1552264_a_at	1.57E-35	7.07E-37	17.58147069	73.15819348	2.402495219	MAPK1	mitogen-activated protein kinase 1	TRUE
202779_s_at	1.63E-35	7.35E-37	-17.57424731	73.11915621	-3.008144119	UBE2S	ubiquitin conjugating enzyme E2 S	TRUE
205184_at	1.75E-35	7.89E-37	-17.56117717	73.0485053	-3.433685048	GNG4	G protein subunit gamma 4	TRUE
214724_at	1.76E-35	7.96E-37	17.55935962	73.03867887	2.382828751	DIXDC1	DIX domain containing 1	TRUE
206196_s_at	1.92E-35	8.68E-37	-17.54336843	72.95220668	-3.087018108	RUNDC3A	RUN domain containing 3A	TRUE
1553333_at	1.94E-35	8.82E-37	17.54056017	72.93701784	2.016722787	MAB21L3	mab-21 like 3	TRUE
1552703_s_at	2.12E-35	9.63E-37	17.5241952	72.84848703	3.099162492	CARD16///CASP1	caspase recruitment domain family member 16///caspase 1	TRUE
214433_s_at	2.14E-35	9.73E-37	17.52236209	72.83856827	2.598762927	SELENBP1	selenium binding protein 1	TRUE
211341_at	2.28E-35	1.04E-36	-17.51041316	72.77390425	-4.639547112	POU4F1	POU class 4 homeobox 1	TRUE
1554127_s_at	2.31E-35	1.05E-36	17.50758025	72.75857089	2.685919439	MSRB3	methionine sulfoxide reductase B3	TRUE
205987_at	2.59E-35	1.18E-36	17.48616559	72.64263087	2.579289352	CD1C	CD1c molecule	TRUE
212065_s_at	2.75E-35	1.26E-36	17.47464569	72.58023881	2.157696726	USP34	ubiquitin specific peptidase 34	TRUE
202037_s_at	2.86E-35	1.31E-36	17.46714319	72.53959651	3.817009621	SFRP1	secreted frizzled related protein 1	TRUE
211712_s_at	3.29E-35	1.51E-36	17.44109967	72.39846199	2.891661074	ANXA9	annexin A9	TRUE
213415_at	3.48E-35	1.60E-36	17.43047593	72.34086668	3.010819837	CLIC2	chloride intracellular channel 2	TRUE
205011_at	3.92E-35	1.81E-36	17.40793662	72.2186278	2.409584683	VWA5A	von Willebrand factor A domain containing 5A	TRUE
201334_s_at	4.22E-35	1.95E-36	17.39391111	72.14253167	2.082999583	ARHGEF12	Rho guanine nucleotide exchange factor 12	TRUE
201005_at	4.35E-35	2.01E-36	17.38797639	72.11032543	3.578971731	CD9	CD9 molecule	TRUE
209773_s_at	4.43E-35	2.06E-36	-17.38415955	72.08961017	-2.932574931	RRM2	ribonucleotide reductase regulatory subunit M2	TRUE
210992_x_at	4.56E-35	2.12E-36	17.37869438	72.05994588	2.066192331	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)	TRUE
201291_s_at	4.66E-35	2.16E-36	-17.3747631	72.03860515	-3.543950438	TOP2A	topoisomerase (DNA) II alpha	TRUE
213094_at	4.78E-35	2.22E-36	17.36974046	72.01133731	2.540602839	ADGRG6	adhesion G protein-coupled receptor G6	TRUE
209146_at	4.85E-35	2.26E-36	17.36677992	71.99526321	2.675332003	MSMO1	methylsterol monooxygenase 1	TRUE
211696_x_at	4.85E-35	2.27E-36	17.36634419	71.99289734	4.765332385	HBB	hemoglobin subunit beta	TRUE
201798_s_at	5.06E-35	2.37E-36	17.35839037	71.94970681	3.791709565	MYOF	myoferlin	TRUE
205413_at	5.37E-35	2.51E-36	-17.34733571	71.88966572	-3.86412986	MPPED2	metallophosphoesterase domain containing 2	TRUE
203780_at	5.44E-35	2.55E-36	17.34471914	71.87545219	3.150726172	MPZL2	myelin protein zero like 2	TRUE
1552532_a_at	5.48E-35	2.57E-36	17.34332313	71.86786859	2.804089532	ATP6V1C2	ATPase H+ transporting V1 subunit C2	TRUE
200800_s_at	5.58E-35	2.62E-36	17.3397198	71.84829299	2.338961567	HSPA1L///HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1 like///heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A	TRUE
208427_s_at	5.71E-35	2.68E-36	-17.33545601	71.82512731	-2.542200692	ELAVL2	ELAV like neuron-specific RNA binding protein 2	TRUE
201260_s_at	5.75E-35	2.70E-36	17.33371395	71.81566187	2.838393905	SYPL1	synaptophysin like 1	TRUE
204695_at	6.42E-35	3.02E-36	-17.31308891	71.70356874	-2.163128159	CDC25A	cell division cycle 25A	TRUE
201444_s_at	6.90E-35	3.26E-36	17.29956368	71.63003421	2.560539998	ATP6AP2	ATPase H+ transporting accessory protein 2	TRUE
1553962_s_at	7.95E-35	3.76E-36	17.27293005	71.48516777	2.961164954	RHOB	ras homolog family member B	TRUE
211016_x_at	8.16E-35	3.87E-36	17.26787823	71.45768026	2.093331306	HSPA4	heat shock protein family A (Hsp70) member 4	TRUE
211382_s_at	8.33E-35	3.95E-36	17.26389642	71.43601263	2.729323281	TACC2	transforming acidic coiled-coil containing protein 2	TRUE
205904_at	8.74E-35	4.15E-36	17.25504016	71.38781321	2.121894922	MICA	MHC class I polypeptide-related sequence A	TRUE
205286_at	9.69E-35	4.60E-36	17.23597215	71.28400564	3.402839	TFAP2C	transcription factor AP-2 gamma	TRUE
209642_at	9.85E-35	4.68E-36	-17.23273533	71.26637992	-2.823948169	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	TRUE
213618_at	1.04E-34	4.96E-36	17.22231376	71.20962195	2.679092037	ARAP2	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"	TRUE
211535_s_at	1.24E-34	5.91E-36	17.18993476	71.03319728	2.158407173	FGFR1	fibroblast growth factor receptor 1	TRUE
202201_at	1.25E-34	5.99E-36	17.18739519	71.01935458	2.289519372	BLVRB	biliverdin reductase B	TRUE
204162_at	1.28E-34	6.13E-36	-17.18328966	70.99697456	-2.880041543	NDC80	"NDC80, kinetochore complex component"	TRUE
209173_at	1.31E-34	6.30E-36	17.17831134	70.96983407	2.83796683	AGR2	"anterior gradient 2, protein disulphide isomerase family member"	TRUE
201893_x_at	1.32E-34	6.34E-36	17.17707082	70.96307061	4.228957432	DCN	decorin	TRUE
205534_at	1.33E-34	6.37E-36	17.17609032	70.95772473	2.383873633	PCDH7	protocadherin 7	TRUE
202747_s_at	1.34E-34	6.46E-36	17.17361152	70.9442092	3.359691823	ITM2A	integral membrane protein 2A	TRUE
203764_at	1.47E-34	7.09E-36	-17.15666383	70.85178355	-3.12230345	DLGAP5	DLG associated protein 5	TRUE
202450_s_at	1.49E-34	7.17E-36	17.15447068	70.83982054	4.084826959	CTSK	cathepsin K	TRUE
209396_s_at	1.50E-34	7.25E-36	17.15243024	70.82869005	4.234047883	CHI3L1	chitinase 3 like 1	TRUE
210427_x_at	1.56E-34	7.56E-36	17.14484466	70.78730666	2.917708129	ANXA2	annexin A2	TRUE
203187_at	1.67E-34	8.09E-36	17.13246932	70.71977801	2.116625657	DOCK1	dedicator of cytokinesis 1	TRUE
211241_at	1.72E-34	8.36E-36	17.12630724	70.6861466	2.223075137	ANXA2P3	annexin A2 pseudogene 3	TRUE
207943_x_at	1.83E-34	8.90E-36	17.11489966	70.62387449	2.611124099	PLAGL1	PLAG1 like zinc finger 1	TRUE
213578_at	1.88E-34	9.13E-36	17.11026711	70.59858176	2.024365468	BMPR1A	bone morphogenetic protein receptor type 1A	TRUE
213503_x_at	1.89E-34	9.19E-36	17.10898565	70.59158482	2.904978613	ANXA2	annexin A2	TRUE
201028_s_at	1.96E-34	9.56E-36	17.10174055	70.55202198	2.999396709	CD99	CD99 molecule	TRUE
214374_s_at	1.99E-34	9.71E-36	17.09889871	70.53650205	2.261417337	PPFIBP1	PPFIA binding protein 1	TRUE
213695_at	2.01E-34	9.81E-36	17.09697778	70.52601088	3.10908877	PON3	paraoxonase 3	TRUE
203305_at	2.05E-34	1.00E-35	17.09281119	70.50325357	3.597443092	F13A1	coagulation factor XIII A chain	TRUE
213562_s_at	2.07E-34	1.02E-35	17.09046385	70.4904318	2.088079525	SQLE	squalene epoxidase	TRUE
1565162_s_at	2.15E-34	1.06E-35	17.08330505	70.45132469	4.263666317	MGST1	microsomal glutathione S-transferase 1	TRUE
205724_at	2.33E-34	1.15E-35	17.06806263	70.36803822	3.157185253	PKP1	plakophilin 1	TRUE
1554600_s_at	2.34E-34	1.16E-35	17.06713729	70.36298117	2.231420546	LMNA	lamin A/C	TRUE
213848_at	2.41E-34	1.19E-35	17.06136367	70.33142565	2.116304485	DUSP7	dual specificity phosphatase 7	TRUE
1553995_a_at	2.74E-34	1.35E-35	17.03797953	70.20358042	2.137816933	NT5E	5'-nucleotidase ecto	TRUE
1554878_a_at	2.76E-34	1.36E-35	17.03670521	70.19661164	2.774087786	ABCD3	ATP binding cassette subfamily D member 3	TRUE
204975_at	2.84E-34	1.41E-35	17.03097162	70.16525445	2.645054849	EMP2	epithelial membrane protein 2	TRUE
1555786_s_at	3.02E-34	1.49E-35	17.01997964	70.10512815	2.732993853	LINC00520	long intergenic non-protein coding RNA 520	TRUE
202661_at	3.14E-34	1.56E-35	17.01226839	70.06293908	2.252682683	ITPR2	"inositol 1,4,5-trisphosphate receptor type 2"	TRUE
202283_at	3.14E-34	1.56E-35	17.01197693	70.06134435	3.954488495	SERPINF1	serpin family F member 1	TRUE
205776_at	3.17E-34	1.57E-35	17.01045473	70.05301532	2.438971252	FMO5	flavin containing monooxygenase 5	TRUE
204777_s_at	3.29E-34	1.64E-35	17.00302892	70.01237978	2.374400945	MAL	"mal, T-cell differentiation protein"	TRUE
201300_s_at	3.31E-34	1.65E-35	17.0016357	70.00475509	2.719200552	PRNP	prion protein	TRUE
203556_at	3.81E-34	1.91E-35	16.97544987	69.86140507	2.047947761	ZHX2	zinc fingers and homeoboxes 2	TRUE
202536_at	3.81E-34	1.91E-35	16.97531267	69.86065381	2.162045228	CHMP2B	charged multivesicular body protein 2B	TRUE
1554400_at	3.81E-34	1.91E-35	16.9753363	69.86078318	2.181284848	TCTE3	t-complex-associated-testis-expressed 3	TRUE
203400_s_at	3.84E-34	1.93E-35	16.97361821	69.85137495	3.680067035	TF	transferrin	TRUE
201590_x_at	3.88E-34	1.95E-35	16.97143228	69.83940434	2.920757761	ANXA2	annexin A2	TRUE
204765_at	3.91E-34	1.97E-35	16.9698467	69.83072101	2.364230936	ARHGEF5	Rho guanine nucleotide exchange factor 5	TRUE
204465_s_at	4.01E-34	2.02E-35	-16.96515554	69.8050285	-3.662386702	INA	internexin neuronal intermediate filament protein alpha	TRUE
214329_x_at	4.04E-34	2.04E-35	16.96337762	69.79529056	2.843508333	TNFSF10	tumor necrosis factor superfamily member 10	TRUE
212423_at	4.06E-34	2.05E-35	16.9625315	69.79065606	2.677633237	ZCCHC24	zinc finger CCHC-type containing 24	TRUE
209686_at	4.12E-34	2.08E-35	16.959679	69.77503143	2.270005765	S100B	S100 calcium binding protein B	TRUE
211071_s_at	4.27E-34	2.16E-35	-16.95249534	69.73567844	-3.372767621	MLLT11	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"	TRUE
212907_at	4.28E-34	2.17E-35	16.95218623	69.73398496	2.334834441	SLC30A1	solute carrier family 30 member 1	TRUE
214240_at	4.37E-34	2.22E-35	16.94799904	69.71104408	4.418477771	GAL	galanin and GMAP prepropeptide	TRUE
204850_s_at	4.74E-34	2.41E-35	-16.93293408	69.62848891	-3.696776362	DCX	doublecortin	TRUE
203723_at	4.90E-34	2.49E-35	16.92643203	69.5928499	2.673443506	ITPKB	inositol-trisphosphate 3-kinase B	TRUE
201141_at	5.07E-34	2.59E-35	16.91961658	69.55548776	3.786155472	GPNMB	glycoprotein nmb	TRUE
204600_at	5.19E-34	2.65E-35	16.915218	69.53137195	2.550054984	EPHB3	EPH receptor B3	TRUE
214765_s_at	5.63E-34	2.88E-35	16.90016147	69.44880558	2.028323889	NAAA	N-acylethanolamine acid amidase	TRUE
208612_at	5.74E-34	2.94E-35	16.89628895	69.42756532	2.284886749	PDIA3	protein disulfide isomerase family A member 3	TRUE
214636_at	5.92E-34	3.03E-35	-16.89067939	69.3967946	-4.121245785	CALCB	calcitonin related polypeptide beta	TRUE
204030_s_at	6.15E-34	3.16E-35	-16.88337548	69.35672418	-3.630174204	IQCJ-SCHIP1///SCHIP1	IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1	TRUE
212573_at	6.26E-34	3.22E-35	16.88006023	69.33853414	2.571053334	ENDOD1	endonuclease domain containing 1	TRUE
214382_at	6.32E-34	3.25E-35	16.87818541	69.32824686	2.922120942	UNC93A	unc-93 homolog A (C. elegans)	TRUE
204971_at	6.49E-34	3.34E-35	16.87312353	69.30046986	5.450357553	CSTA	cystatin A	TRUE
204380_s_at	7.05E-34	3.64E-35	16.85764608	69.21551924	2.729073119	FGFR3	fibroblast growth factor receptor 3	TRUE
207836_s_at	7.37E-34	3.80E-35	16.84943168	69.17042182	2.005834206	RBPMS	RNA binding protein with multiple splicing	TRUE
210571_s_at	7.44E-34	3.85E-35	16.84735177	69.15900176	2.270131932	CMAHP	"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"	TRUE
205328_at	7.44E-34	3.85E-35	16.84737424	69.15912515	3.380825219	CLDN10	claudin 10	TRUE
1555765_a_at	7.84E-34	4.06E-35	-16.83775306	69.10629219	-2.956984226	GNG4	G protein subunit gamma 4	TRUE
210980_s_at	7.91E-34	4.10E-35	16.8356744	69.09487621	2.295835678	ASAH1	N-acylsphingosine amidohydrolase 1	TRUE
201160_s_at	8.46E-34	4.40E-35	16.82287815	69.02458827	3.572412636	YBX3	Y-box binding protein 3	TRUE
212224_at	8.88E-34	4.62E-35	16.81405284	68.97610111	3.792573566	ALDH1A1	aldehyde dehydrogenase 1 family member A1	TRUE
202766_s_at	8.90E-34	4.64E-35	16.8133755	68.97237938	3.169016185	FBN1	fibrillin 1	TRUE
201278_at	9.67E-34	5.04E-35	16.79823685	68.88918391	3.3366788	LOC101926921///DAB2	"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"	TRUE
214845_s_at	9.73E-34	5.08E-35	16.79695468	68.88213648	2.22542523	CALU	calumenin	TRUE
209386_at	1.06E-33	5.55E-35	16.78072007	68.79288626	3.358103934	TM4SF1	transmembrane 4 L six family member 1	TRUE
212008_at	1.06E-33	5.57E-35	16.7799917	68.78888134	2.032514945	UBXN4	UBX domain protein 4	TRUE
209074_s_at	1.08E-33	5.66E-35	16.77704556	68.77268136	2.698405017	FAM107A	family with sequence similarity 107 member A	TRUE
204389_at	1.17E-33	6.14E-35	16.76221052	68.69109255	2.011705064	MAOA	monoamine oxidase A	TRUE
212932_at	1.19E-33	6.30E-35	16.75775126	68.66656282	2.13061024	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	TRUE
202177_at	1.27E-33	6.73E-35	16.745691	68.60020968	2.219103693	GAS6	growth arrest specific 6	TRUE
202822_at	1.27E-33	6.73E-35	16.74573377	68.600445	2.257846281	LPP	LIM domain containing preferred translocation partner in lipoma	TRUE
1555725_a_at	1.39E-33	7.37E-35	16.72911522	68.50898575	2.758647634	RGS5	regulator of G-protein signaling 5	TRUE
207002_s_at	1.54E-33	8.17E-35	16.71038204	68.40585075	3.228138893	PLAGL1	PLAG1 like zinc finger 1	TRUE
208727_s_at	1.55E-33	8.23E-35	16.70905886	68.39856446	3.046183798	CDC42	cell division cycle 42	TRUE
214234_s_at	1.61E-33	8.54E-35	16.70235985	68.36167245	2.222565597	CYP3A5	cytochrome P450 family 3 subfamily A member 5	TRUE
211913_s_at	1.68E-33	8.91E-35	16.69455086	68.31866122	2.061794849	MERTK	"MER proto-oncogene, tyrosine kinase"	TRUE
212192_at	1.73E-33	9.24E-35	16.68806315	68.28292215	2.976057661	KCTD12	potassium channel tetramerization domain containing 12	TRUE
210020_x_at	1.79E-33	9.57E-35	16.68165032	68.2475908	4.376082723	CALML3	calmodulin like 3	TRUE
213926_s_at	1.95E-33	1.04E-34	16.66607412	68.16175457	2.191935147	AGFG1	ArfGAP with FG repeats 1	TRUE
204004_at	1.95E-33	1.04E-34	16.66581464	68.16032438	2.0835946	PAWR	pro-apoptotic WT1 regulator	TRUE
205684_s_at	1.95E-33	1.05E-34	16.66566227	68.15948458	2.123217772	DENND4C	DENN domain containing 4C	TRUE
213107_at	1.95E-33	1.05E-34	-16.66544899	68.15830904	-2.400417597	TNIK	TRAF2 and NCK interacting kinase	TRUE
209656_s_at	2.11E-33	1.13E-34	16.65110115	68.07921638	3.025610186	TMEM47	transmembrane protein 47	TRUE
202597_at	2.12E-33	1.14E-34	16.65006103	68.07348183	3.132053213	IRF6	interferon regulatory factor 6	TRUE
201125_s_at	2.14E-33	1.15E-34	16.64864779	68.06568988	2.99550985	ITGB5	integrin subunit beta 5	TRUE
203627_at	2.25E-33	1.21E-34	16.63872701	68.01098493	2.08496582	IGF1R	insulin like growth factor 1 receptor	TRUE
205379_at	2.26E-33	1.22E-34	16.63797479	68.00683658	2.733082259	CBR3	carbonyl reductase 3	TRUE
203232_s_at	2.28E-33	1.23E-34	16.63596919	67.9957758	3.085689419	ATXN1	ataxin 1	TRUE
213913_s_at	2.38E-33	1.28E-34	-16.62832211	67.95359836	-3.011913496	TBC1D30	TBC1 domain family member 30	TRUE
208335_s_at	2.60E-33	1.41E-34	16.61145472	67.86054276	2.717715401	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	TRUE
203130_s_at	2.63E-33	1.43E-34	-16.60925534	67.84840666	-3.648183403	KIF5C	kinesin family member 5C	TRUE
202342_s_at	2.64E-33	1.43E-34	16.60825677	67.84289635	3.112681618	TRIM2	tripartite motif containing 2	TRUE
201896_s_at	2.81E-33	1.53E-34	-16.59661432	67.77864308	-2.483550558	PSRC1	proline and serine rich coiled-coil 1	TRUE
205084_at	2.98E-33	1.62E-34	16.5857689	67.71877463	2.357311863	BCAP29	B-cell receptor-associated protein 29	TRUE
205977_s_at	3.20E-33	1.74E-34	16.57273636	67.64681526	2.676727343	EPHA1	EPH receptor A1	TRUE
200946_x_at	3.24E-33	1.77E-34	16.57017712	67.63268212	2.081564069	GLUD1	glutamate dehydrogenase 1	TRUE
204271_s_at	3.25E-33	1.78E-34	16.56932725	67.62798861	2.787005042	EDNRB	endothelin receptor type B	TRUE
206682_at	3.28E-33	1.79E-34	16.5677997	67.61955235	2.557931803	CLEC10A	C-type lectin domain family 10 member A	TRUE
208949_s_at	4.15E-33	2.28E-34	16.52460784	67.38090592	2.762634197	LGALS3	"lectin, galactoside binding soluble 3"	TRUE
202525_at	4.50E-33	2.48E-34	16.50902367	67.29474748	2.539613881	PRSS8	"protease, serine 8"	TRUE
202437_s_at	5.18E-33	2.86E-34	16.48345969	67.15335533	3.550098841	CYP1B1	cytochrome P450 family 1 subfamily B member 1	TRUE
201820_at	5.20E-33	2.87E-34	16.48257549	67.14846359	5.526795493	KRT5	keratin 5	TRUE
202948_at	5.28E-33	2.92E-34	16.47958738	67.13193149	3.681289531	IL1R1	interleukin 1 receptor type 1	TRUE
202820_at	6.01E-33	3.33E-34	16.45584155	67.00051905	2.189452329	AHR	aryl hydrocarbon receptor	TRUE
1553057_at	6.03E-33	3.34E-34	16.45516857	66.99679375	2.658465943	SERPINB12	serpin family B member 12	TRUE
203387_s_at	6.10E-33	3.39E-34	16.45278556	66.98360216	2.314019086	TBC1D4	TBC1 domain family member 4	TRUE
214243_s_at	6.16E-33	3.42E-34	16.4509991	66.97371249	2.076129918	SERHL2///SERHL	serine hydrolase-like 2///serine hydrolase-like (pseudogene)	TRUE
205967_at	6.16E-33	3.42E-34	-16.45085412	66.97290991	-2.115237611	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"	TRUE
211571_s_at	6.42E-33	3.57E-34	16.44298786	66.9293586	3.046598042	VCAN	versican	TRUE
1553422_s_at	7.26E-33	4.05E-34	-16.42033515	66.80390379	-2.903106246	RBFOX1	"RNA binding protein, fox-1 homolog 1"	TRUE
211361_s_at	7.32E-33	4.09E-34	16.41858154	66.79418958	2.810721276	SERPINB13	serpin family B member 13	TRUE
209395_at	7.90E-33	4.42E-34	16.40454453	66.71641848	4.723603228	CHI3L1	chitinase 3 like 1	TRUE
203129_s_at	8.26E-33	4.63E-34	-16.39628411	66.67064183	-3.69749484	KIF5C	kinesin family member 5C	TRUE
1553021_s_at	8.33E-33	4.67E-34	16.39452501	66.6608925	2.851585532	BICD2	BICD cargo adaptor 2	TRUE
204273_at	8.93E-33	5.02E-34	16.38180987	66.59041176	2.874337766	EDNRB	endothelin receptor type B	TRUE
210155_at	9.12E-33	5.13E-34	16.37783817	66.56839275	2.656267082	MYOC	myocilin	TRUE
209027_s_at	9.20E-33	5.18E-34	16.37599038	66.558148	2.324597974	ABI1	abl interactor 1	TRUE
203213_at	9.33E-33	5.26E-34	-16.37339449	66.54375495	-2.346492101	CDK1	cyclin dependent kinase 1	TRUE
207708_at	1.01E-32	5.69E-34	16.35895941	66.46370505	2.389932163	ALOXE3	arachidonate lipoxygenase 3	TRUE
202686_s_at	1.01E-32	5.73E-34	16.35785602	66.45758527	2.936753129	AXL	AXL receptor tyrosine kinase	TRUE
206364_at	1.04E-32	5.89E-34	-16.35282228	66.42966452	-2.405022836	KIF14	kinesin family member 14	TRUE
210375_at	1.04E-32	5.91E-34	16.35210018	66.425659	2.12472064	PTGER3	prostaglandin E receptor 3	TRUE
1568604_a_at	1.06E-32	6.00E-34	-16.34958558	66.41170993	-2.437227028	CADPS	calcium dependent secretion activator	TRUE
211404_s_at	1.14E-32	6.52E-34	16.33449757	66.32799863	2.172870005	APLP2	amyloid beta precursor like protein 2	TRUE
